FID,poi_id,site_id,state_abbr,latitude,longitude,source_lay,descriptio,location_d,site_resul,investigat,notes,validation
5252,6395,1148,NY,43.012042,-78.331773,Detroit Sectional Aeronautical Chart,21A, ,Nothing Found,NFIR,,
1652,1653,1149,NY,42.968387,-78.515423,beacon_ksn,Flat open grass field., ,Nothing Found,NFIR,,
5257,6400,1149,NY,42.849782,-78.53013,Detroit Sectional Aeronautical Chart,1, ,Nothing Found,NFIR,,
1653,1654,1150,MN,46.399849,-96.110496,beacon_ksn,Hay field.  Field team worked unsuccessfully with landowner to locate the site., ,Nothing Found,NFIR,,
3466,4082,1150,MN,46.416576,-96.113245,beacons_kml,"HELENA TWIN CITIES AWY BN 82 A<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RP0948</a></p>", ,Nothing Found,NFIR,,
3825,4517,1150,MN,46.41865,-96.112454,Fargo Sectional Aeronautical Chart,82, ,Nothing Found,NFIR,,
1654,1655,1151,MN,46.259111,-95.898971,beacon_ksn,Brush area next to soy bean field., ,Nothing Found,NFIR,,
5450,6689,1151,MN,46.292282,-95.916311,Duluth Sectional Aeronautical Chart,83, ,Nothing Found,NFIR,,
1655,1656,1152,MN,46.151587,-95.725096,beacon_ksn,Open space used by a hunting club.  The field team spoke with resident who lived in area for 70 years.  He didn't know about the beacon site., ,Nothing Found,NFIR,,
5451,6690,1152,MN,46.168622,-95.736551,Duluth Sectional Aeronautical Chart,84, ,Nothing Found,NFIR,,
1656,1657,1153,MN,45.871462,-95.380739,beacon_ksn,Lumber Warehouse located adjacent to Alexandria Airport., ,Other Structures,FIR,,
1657,1658,1153,MN,45.868407,-95.393347,beacon_ksn,Beacon tower at Alexandria Airport.  Maintenance personnel stated the tower has always been powered by city utilities.,"Exit 103 from I-94. Go North on Hwy 29 towards Alexandria, MN. Turn right on Aga Drive (also called County Road 39). Turn into Alexandria Airport.",Other Structures,FIR,,
2080,2696,1153,MN,45.864975,-95.388878,beacons_kml, , ,Other Structures,FIR,,
5892,7275,1153,MN,45.874965,-95.397692,Twin Cities Sectional Aeronautical Chart,ALEXANDRIA, ,Other Structures,FIR,,
1658,1659,1154,MN,46.022927,-95.555979,beacon_ksn,Plowed field., ,Nothing Found,NFIR,,
1659,1660,1154,MN,46.020377,-95.566975,beacon_ksn,"Original beacon site was at the intersection of Hwy 7 and dirt road, 1 mile south of Hwy 5.", ,Nothing Found,NFIR,,
5452,6691,1154,MN,46.022471,-95.558607,Duluth Sectional Aeronautical Chart,85, ,Nothing Found,NFIR,,
1660,1661,1155,MN,46.800955,-96.629737,beacon_ksn,Beet field., ,Nothing Found,NFIR,,
3822,4513,1155,MN,46.799594,-96.650698,Fargo Sectional Aeronautical Chart,78, ,Nothing Found,NFIR,,
1661,1662,1156,MN,46.548655,-96.257188,beacon_ksn,Wheat field., ,Nothing Found,NFIR,,
1662,1663,1156,MN,46.543934,-96.257988,beacon_ksn,"Wheat field.  Spoke with landowner who directed field team to original location of beacon tower, he remembers that it was powered by city utilities.  The tower and all associated foundations have been completely removed.", ,Nothing Found,NFIR,,
3464,4080,1156,MN,46.544064,-96.259727,beacons_kml,"HELENA TWIN CITIES AWY BCN 81<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RP0918</a></p>", ,Nothing Found,NFIR,,
3824,4516,1156,MN,46.542745,-96.261991,Fargo Sectional Aeronautical Chart,81, ,Nothing Found,NFIR,,
1663,1664,1157,MN,46.645206,-96.42459,beacon_ksn,Plowed farm field., ,Nothing Found,NFIR,,
3465,4081,1157,MN,46.652292,-96.439692,beacons_kml,"HELENA TWIN CITIES AWY BCN 79<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RP0931</a></p>", ,Nothing Found,NFIR,,
3823,4515,1157,MN,46.645759,-96.435513,Fargo Sectional Aeronautical Chart,79, ,Nothing Found,NFIR,,
1664,1665,1158,OH,38.905024,-83.6135,beacon_ksn,Concrete rubble found where beacon tower used to be located.  Community interviews indicated this was the original beacon tower location.,From HWY 32 go South on County Road 136.  Turn right on no name road approximately 3 miles from HWY 32.  Site is on left corner at the end of driveway.,Other Evidence,FIR,,
4783,5773,1158,OH,38.903805,-83.621495,Huntington Sectional Aeronautical Chart,4, ,Other Evidence,FIR,,
1665,1666,1159,OH,38.768074,-83.293211,beacon_ksn,Wooded area on the side of road., ,Nothing Found,NFIR,,
5556,6824,1159,OH,38.764882,-83.297325,Huntington Sectional Aeronautical Chart,6, ,Nothing Found,NFIR,,
1666,1667,1160,WV,38.404275,-81.892665,beacon_ksn,"Flat open space at lower elevation, trees in background.", ,Nothing Found,NFIR,,
1667,1668,1160,WV,38.407725,-81.903606,beacon_ksn,Forest area on hilltop with new radio tower., ,Nothing Found,NFIR,,
2765,3381,1160,WV,38.395533,-81.89431,beacons_kml,"CINCINNATI WASH AWY BCN 14<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HX3132</a></p>", ,Nothing Found,NFIR,,
4802,5793,1160,WV,38.397511,-81.894332,Huntington Sectional Aeronautical Chart,14, ,Nothing Found,NFIR,,
1668,1669,1161,WV,38.409134,-82.209896,beacon_ksn,Gravel area with trees in background., ,Nothing Found,NFIR,,
1669,1670,1161,WV,38.440549,-82.202574,beacon_ksn,Old Airport with no beacon.  Trees cover where airport used to be., ,Nothing Found,NFIR,,
4801,5792,1161,WV,38.403655,-82.214444,Huntington Sectional Aeronautical Chart,12, ,Nothing Found,NFIR,,
1670,1671,1162,WV,38.479097,-81.425456,beacon_ksn,Forest area on residential lot., ,Nothing Found,NFIR,,
2764,3380,1162,WV,38.471025,-81.433682,beacons_kml,"CINCINNATI WASH AWY BCN 17<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HX3034</a></p>", ,Nothing Found,NFIR,,
4797,5787,1162,WV,38.475394,-81.437714,Huntington Sectional Aeronautical Chart,17, ,Nothing Found,NFIR,,
1671,1672,1163,WV,38.549464,-81.142624,beacon_ksn,Forest area on top of hill., ,Nothing Found,NFIR,,
1672,1673,1163,WV,38.515171,-81.185363,beacon_ksn,Radio Tower on hilltop., ,Nothing Found,NFIR,,
2763,3379,1163,WV,38.545576,-81.145672,beacons_kml,"CINCINNATI WASH AWY BCN 18<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HX2965</a></p>", ,Nothing Found,NFIR,,
4796,5786,1163,WV,38.542723,-81.143761,Huntington Sectional Aeronautical Chart,18, ,Nothing Found,NFIR,,
1673,1674,1164,WV,38.706203,-80.568368,beacon_ksn,Open space with trees in a valley., ,Nothing Found,NFIR,,
2761,3377,1164,WV,38.705865,-80.572403,beacons_kml,"AIRWAY BEACON 22<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HX2927</a></p>", ,Nothing Found,NFIR,,
4793,5783,1164,WV,38.712427,-80.570469,Huntington Sectional Aeronautical Chart,22, ,Nothing Found,NFIR,,
1674,1675,1165,WV,38.627146,-80.828906,beacon_ksn,According to landowner the beacon was located on  top of the hill then later removed., ,Nothing Found,NFIR,,
1675,1676,1165,WV,38.661289,-80.842431,beacon_ksn,Forest area., ,Nothing Found,NFIR,,
4795,5785,1165,WV,38.626598,-80.827338,Huntington Sectional Aeronautical Chart,20, ,Nothing Found,NFIR,,
1676,1677,1166,WV,38.872913,-79.926761,beacon_ksn,Forest area., ,Other Structures,NFIR,,
1677,1678,1166,WV,38.872036,-79.926946,beacon_ksn,"Airway beacon on hill top, that is still operational.","From Beverly, WV and HWY 219 take County Road 37 West approximately 5 miles to dirt road 10/37.  Take a right or north approximately 6 miles to site.",Other Structures,NFIR,,
2759,3375,1166,WV,38.872227,-79.92685,beacons_kml,"AIRWAY BEACON 25<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HW3598</a></p>", ,Other Structures,NFIR,,
4785,5775,1166,WV,38.878534,-79.925704,Huntington Sectional Aeronautical Chart,25, ,Other Structures,NFIR,,
1678,1679,1167,WV,38.777306,-80.252986,beacon_ksn,"Concrete rubble, possible EG foundations.","Take HWY II South for about 17 miles from Buckhannon, WV.  Go South (or right) on a dirt road called 4/11for .7 miles.  Take dirt road located on the right up a hill to the site.",Other Evidence,NFIR,,
1679,1680,1167,WV,38.789696,-80.25867,beacon_ksn,Radio tower on top of hill., ,Other Evidence,NFIR,,
2760,3376,1167,WV,38.777923,-80.253633,beacons_kml,"AIRWAY BEACON 23<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HX2865</a></p>", ,Other Evidence,NFIR,,
4784,5774,1167,WV,38.775059,-80.252371,Huntington Sectional Aeronautical Chart,23, ,Other Evidence,NFIR,,
1680,1681,1168,WV,38.939245,-79.727619,beacon_ksn,Wooded area. Monogahela National Forest., ,Nothing Found,NFIR,,
1681,1682,1168,WV,38.934246,-79.731623,beacon_ksn,Observation tower on top of mountain. Monogahela National Forest., ,Nothing Found,NFIR,,
2757,3373,1168,WV,38.937213,-79.710661,beacons_kml,"AIRWAY BEACON 26<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HW3565</a></p>", ,Nothing Found,NFIR,,
4787,5777,1168,WV,38.942242,-79.707852,Huntington Sectional Aeronautical Chart,26, ,Nothing Found,NFIR,,
1682,1683,1169,WV,38.967231,-79.365865,beacon_ksn,"Wooded area.  (Mission 64, and Mission 81 data combined, same site)", ,Other Structures,NFIR,,
1683,1684,1169,WV,38.964202,-79.358057,beacon_ksn,Concrete foundations with metal rods and indentation from possible UST removal.,From Elkins take 55E to 323N.  Follow 45 to Dolly Sods Wilderness Area.  Park at the picnic area.,Other Structures,NFIR,,
2756,3372,1169,WV,38.964696,-79.358168,beacons_kml,"AIRWAY BEACON 28<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HW3466</a></p>", ,Other Structures,NFIR,,
4788,5778,1169,WV,38.968724,-79.360842,Huntington Sectional Aeronautical Chart,28, ,Other Structures,NFIR,,
1684,1685,1170,WV,38.983161,-78.915353,beacon_ksn,Microwave and Cell Towers., ,Nothing Found,NFIR,,
1685,1686,1170,WV,38.982459,-78.908535,beacon_ksn,Microwave and Cell Towers., ,Nothing Found,NFIR,,
2754,3370,1170,WV,38.982648,-78.908402,beacons_kml,"AIRWAY BEACON 31<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HW3424</a></p>", ,Nothing Found,NFIR,,
4789,5779,1170,WV,38.987046,-78.905791,Huntington Sectional Aeronautical Chart,31, ,Nothing Found,NFIR,,
1686,1687,1171,WV,38.990124,-79.149468,beacon_ksn,Site located at Grant County Airport., ,Nothing Found,NFIR,,
1687,1688,1171,WV,38.992999,-79.144724,beacon_ksn,Grant County Airport with a new beacon., ,Nothing Found,NFIR,,
2755,3371,1171,WV,38.991548,-79.137572,beacons_kml,"AIRWAY BCN 29 PETERSBURG APT<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HW3439</a></p>", ,Nothing Found,NFIR,,
4781,5768,1171,WV,39.005643,-79.137613,Huntington Sectional Aeronautical Chart,29, ,Nothing Found,NFIR,,
1688,1689,1172,PA,40.062192,-78.840554,beacon_ksn,Wet grassy area behind gas station., ,Inaccessible,FIR,,
1689,1690,1172,PA,40.055677,-78.845486,beacon_ksn,Indian Lakes Airstrip.,From Somerset go north on Hwy 281. Turn right onto Hwy 30.  Turn right onto Gun Club Rd. Go right onto Fairway E. Go until it ends and turn right and again go until it ends and turn right. Then turn right onto Air Park E.,Inaccessible,FIR,,
1690,1691,1173,PA,39.848967,-78.937619,beacon_ksn,No roads or trails to site.,"From Berlin go south on Rt. 160. Turn right, east onto Rt. 2020 follow for approx. .5 mile and the site is on the right.",Inaccessible,FIR,,
1691,1692,1173,PA,39.932216,-78.956533,beacon_ksn,Landing strip., ,Inaccessible,FIR,,
4770,5754,1173,PA,39.85274,-78.946279,Huntington Sectional Aeronautical Chart,12A, ,Inaccessible,FIR,,
1692,1693,1174,MD,39.71881,-78.652216,beacon_ksn,Lush wooded area. Rocky Gap State Park., ,Other Structures,FIR,,
1693,1694,1174,MD,39.720064,-78.660401,beacon_ksn,Operational beacon tower found on top of mountain in Rocky Gap State Park.,From Cumberland go east on I-68.  Travel for 5 miles to Rocky Gap State Park.  Go to the ranger headquarters located at the entrance to the park and ask a park ranger for directions to the site.,Other Structures,FIR,,
2846,3462,1174,MD,39.720336,-78.660217,beacons_kml,"PITTSBURGH WASH AWY BN 10<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=JW1487</a></p>", ,Other Structures,FIR,,
4773,5757,1174,MD,39.722595,-78.656591,Huntington Sectional Aeronautical Chart,10, ,Other Structures,FIR,,
1694,1695,1175,MD,39.596883,-78.466234,beacon_ksn,Wooded area. Green Ridge State Forest., ,FST(s),FIR,,
1695,1696,1175,MD,39.602737,-78.473204,beacon_ksn,UST present.  Fill pipe was found buried under some concrete rubble and dirt.  The top of the fill pipe along with the fill pipe cap has been cut off and is laying a few feet from the UST location. The field team could smell fumes from the fill pipe/UST.,From Piney Grove go south on  Old Town Rd for 9.3 miles.  Then go south on Thomas Rd for 2.5 miles to site which 15 feet off to the left of the road.,FST(s),FIR,,
2845,3461,1175,MD,39.602748,-78.473134,beacons_kml,"PITTSBURGH WASH AWY BCN 9<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=JW1400</a></p>", ,FST(s),FIR,,
4772,5756,1175,MD,39.606238,-78.473773,Huntington Sectional Aeronautical Chart,9, ,FST(s),FIR,,
1696,1697,1176,WI,43.159859,-89.784247,beacon_ksn,No roads or trails were found to site location.,"From Mazomanie, WI, take KP South approximately 1 mile, turn right onto Skarabrae Lane.  The field team also tried the next two streets South to summit the hill. No roads or trails were found to the site.",Other Structures,FIR,,
1697,1698,1176,WI,43.170362,-89.788905,beacon_ksn,Beacon tower foundation and power pole were located at the top of a hill.  The former mayor of Mazomanie directed the field team to the site.  The mayor told field team that the beacon was historically powered by city utilities.,"From intersection of KP and HWY 14 in Mazomanie, WI, go West and turn left at first left.  Go the top of the hill, and walk up road passed the locked chain.  Site is at the top of hill.",Other Structures,FIR,,
3331,3947,1176,WI,43.170194,-89.789083,beacons_kml,"MILWAUKEE ST PAUL AWY BCN 9<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=OM1169</a></p>", ,Other Structures,FIR,,
5475,6721,1176,WI,43.173381,-89.780138,Milwaukee Sectional Aeronautical Chart,9, ,Other Structures,FIR,,
1698,1699,1177,WI,43.144675,-89.54459,beacon_ksn,Soy bean field with trees in the background., ,Nothing Found,NFIR,,
3330,3946,1177,WI,43.141485,-89.540441,beacons_kml,"MILWAUKEE ST PAUL AWY BCN 8<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=OM1146</a></p>", ,Nothing Found,NFIR,,
5474,6720,1177,WI,43.146649,-89.54396,Milwaukee Sectional Aeronautical Chart,8, ,Nothing Found,NFIR,,
1699,1700,1178,WI,43.090064,-89.063905,beacon_ksn,Farm field., ,Nothing Found,NFIR,,
5472,6717,1178,WI,43.092091,-89.064391,Milwaukee Sectional Aeronautical Chart,6, ,Nothing Found,NFIR,,
1700,1701,1179,WI,43.055896,-88.783152,beacon_ksn,Corn field near railroad tracks., ,Other Structures,FIR,,
1701,1702,1179,WI,43.050583,-88.792148,beacon_ksn,Beacon tower foundation and cut off tower legs.,"From Johnson Creek, WI, exit from I-94 take Hwy 26 South approximately 3 miles to Biederman Road.  Go East for approximately 0.5 miles and hike Northeast up to the top of the hill, approximately 0.5 miles to site.",Other Structures,FIR,,
5471,6716,1179,WI,43.055836,-88.785203,Milwaukee Sectional Aeronautical Chart,4, ,Other Structures,FIR,,
1702,1703,1180,WI,43.068131,-88.46617,beacon_ksn,Excavated area for new homes., ,Nothing Found,NFIR,,
5470,6715,1180,WI,43.070983,-88.455445,Milwaukee Sectional Aeronautical Chart,2, ,Nothing Found,NFIR,,
1703,1704,1181,WI,42.754656,-87.815291,beacon_ksn,John H. Batten Municipal Airport. Originally designated as Excluded due to population density. Further analysis during pre-mission screening determined that the site was worth a visit.  The site was found at POI 2., ,Other Evidence,FIR,,
1704,1705,1181,WI,42.753971,-87.817038,beacon_ksn,Old cut-off metal beacon tower legs laying on the ground.,"From downtown Racine, WI, go North on Rapids Drive approximately 2.5 miles to North Green Bay Road.  Turn right 0.5 miles, site is on the right.",Other Evidence,FIR,,
5479,6725,1181,WI,42.76504,-87.810853,Milwaukee Sectional Aeronautical Chart,HORLICK-RACINE 665 - H 26, ,Other Evidence,FIR,,
1705,1706,1182,WI,42.656691,-89.479386,beacon_ksn,Corn field., ,Nothing Found,NFIR,,
3273,3889,1182,WI,42.654333,-89.476278,beacons_kml,"CHICAGO ST PAUL AIRWAY BN 10<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=NH1379</a></p>", ,Nothing Found,NFIR,,
5488,6741,1182,WI,42.660914,-89.47516,Milwaukee Sectional Aeronautical Chart,10, ,Nothing Found,NFIR,,
1706,1707,1183,WI,42.813558,-89.657309,beacon_ksn,Soy bean field., ,Nothing Found,NFIR,,
3275,3891,1183,WI,42.823972,-89.673806,beacons_kml,"MILWAUKEE ST PAUL AWY BCN 12<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=NH1576</a></p>", ,Nothing Found,NFIR,,
5477,6723,1183,WI,42.81526,-89.657806,Milwaukee Sectional Aeronautical Chart,12, ,Nothing Found,NFIR,,
1707,1708,1184,WI,42.946747,-89.851908,beacon_ksn,Grassy hilltop area., ,Nothing Found,NFIR,,
3276,3892,1184,WI,42.954333,-89.849583,beacons_kml,"MILWAUKEE ST PAUL AWY BCN 13<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=NH1606</a></p>", ,Nothing Found,NFIR,,
5476,6722,1184,WI,42.95437,-89.84508,Milwaukee Sectional Aeronautical Chart,13, ,Nothing Found,NFIR,,
1708,1709,1185,WI,42.503535,-89.244875,beacon_ksn,Overgrown grassy area with trees., ,Nothing Found,NFIR,,
3274,3890,1185,IL,42.495358,-89.241081,beacons_kml,"CHICAGO ST PAUL AWY BCN 9<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=NH1467</a></p>", ,Nothing Found,NFIR,,
5487,6740,1185,WI,42.501535,-89.245133,Milwaukee Sectional Aeronautical Chart,9, ,Nothing Found,NFIR,,
1709,1710,1186,MI,42.27105,-85.410912,beacon_ksn,Wooded area., ,Nothing Found,NFIR,,
1710,1711,1186,MI,42.273528,-85.413449,beacon_ksn,Original site was located at the Southeast corner of ML Ave. and 35th Ave.  No evidence of the beacon site remains., ,Nothing Found,NFIR,,
5491,6746,1186,MI,42.267723,-85.426664,Milwaukee Sectional Aeronautical Chart,6, ,Nothing Found,NFIR,,
1711,1712,1187,MI,42.284382,-84.757263,beacon_ksn,Lake area., ,Nothing Found,NFIR,,
1712,1713,1187,MI,42.270157,-84.776769,beacon_ksn,FCC Radio Tower.  Original beacon site location., ,Nothing Found,NFIR,,
5492,6747,1187,WI,42.284191,-84.761178,Milwaukee Sectional Aeronautical Chart,9, ,Nothing Found,NFIR,,
1713,1714,1188,MI,42.256301,-84.951651,beacon_ksn,Oakridge Cemetery., ,Other Structures,FIR,,
1714,1715,1188,MI,42.254945,-84.089383,beacon_ksn,Beacon tower and foundation at Brooks Field Airport.,"From Marshall, MI take I-94 to Old 27 South Road (or Kalamazoo Road) go South for approximately 3 miles.  Beacon is at the entrance to Brooks Field Airport on the right.",Other Structures,FIR,,
5496,6751,1188,MI,42.258694,-84.956299,Milwaukee Sectional Aeronautical Chart,8, ,Other Structures,FIR,,
1715,1716,1189,MI,42.257793,-84.224492,beacon_ksn,Wooded area near residence and lake., ,Nothing Found,NFIR,,
3266,3882,1189,MI,42.2525,-84.228598,beacons_kml,"AIRWAY BEACON NO 20<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=NF1367</a></p>", ,Nothing Found,NFIR,,
1716,1717,1190,MI,42.704885,-84.273576,beacon_ksn,Agricultural field., ,Nothing Found,NFIR,,
1717,1718,1190,MI,42.700576,-84.273668,beacon_ksn,"Nearby landowner told field team where the beacon tower used to be located, on the corner of Vannetter an Mitchell Road.  No evidence of site is remaining, no photo was taken.", ,Nothing Found,NFIR,,
5485,6737,1190,MI,42.70304,-84.272877,Milwaukee Sectional Aeronautical Chart,10, ,Nothing Found,NFIR,,
1718,1719,1191,MI,42.806991,-84.864525,beacon_ksn,Corn field., ,Other Evidence,FIR,,
1719,1720,1191,MI,42.816173,-84.872091,beacon_ksn,"Mr. Bill Preyer, the landowner,  took the field team to where the tower legs were found cut-off at ground level.","Go South on Charlotte Highway from I-96. Follow highway until you get to Sandborn Road, go left. Sandborn Road turns into Van Buren Road. The road dead ends at Frost Street. Site is across the street on hill top.",Other Evidence,FIR,,
5483,6734,1191,MI,42.811787,-84.868058,Milwaukee Sectional Aeronautical Chart,7, ,Other Evidence,FIR,,
1720,1721,1192,MI,42.842589,-85.140277,beacon_ksn,"Corn field, community interview with landowner determined that the beacon was located down the street.", ,Nothing Found,NFIR,,
1721,1722,1192,MI,42.844788,-85.137465,beacon_ksn,"Nearby landowner told field team where the beacon tower used to be located.  He remembers the tower being powered by city utilities.  Field team visited site, and no evidence was remaining, no photo was taken at site.", ,Nothing Found,NFIR,,
5482,6733,1192,MI,42.842435,-85.139805,Milwaukee Sectional Aeronautical Chart,6, ,Nothing Found,NFIR,,
1722,1723,1193,MI,42.86402,-85.384375,beacon_ksn,Open space behind residence., ,Other Evidence,FIR,,
1723,1724,1193,MI,42.870106,-85.388372,beacon_ksn,"Concrete rubble located where landowner believes the beacon may have been.  She heard stories where the tower was located, but she was not positive where the beacon was exactly located.","Take I-96 East from Grand Rapids, MI. Exit 59, Alden Nash Ave. and go South. Turn right onto 52nd. St. The site is at the Southeast corner of Timpson and 52nd.",Other Evidence,FIR,,
1724,1725,1194,MI,43.029789,-85.938545,beacon_ksn,Corn field., ,Other Evidence,FIR,,
1725,1726,1194,MI,43.059015,-85.955954,beacon_ksn,Vacant lot with possible beacon foundation and abandoned power pole.,"I-96 West from Grand Rapids, MI, Exit 16, 68th Ave.  Site is at the corner of W. Randall St. & 68th Ave.",Other Evidence,FIR,,
3329,3945,1194,MI,43.059583,-85.958333,beacons_kml,"THOMPSON AERONAUTICAL AWY BN<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=OK0625</a></p>", ,Other Evidence,FIR,,
5467,6711,1194,MI,43.029947,-85.93645,Milwaukee Sectional Aeronautical Chart,1, ,Other Evidence,FIR,,
1726,1727,1195,MN,48.141854,-97.11072,beacon_ksn,Nelson's wheat field., ,Nothing Found,NFIR,,
5444,6675,1195,MN,48.136889,-97.111733,Minot Sectional Aeronautical Chart,8, ,Nothing Found,NFIR,,
1727,1728,1196,MN,44.698873,-95.575782,beacon_ksn,Open field next to agricultural field.  Spoke with several nearby landowners who have lived in area for many years and no one knew of site., ,Nothing Found,NFIR,,
1728,1729,1197,MN,44.739838,-95.240624,beacon_ksn,Agricultural field., ,Nothing Found,NFIR,,
1729,1730,1198,MN,44.771954,-94.92526,beacon_ksn,Agricultural field next to railroad tracks., ,Nothing Found,NFIR,,
1730,1731,1199,MN,44.73353,-94.624611,beacon_ksn,Agricultural field., ,Other Evidence,FIR,,
1731,1732,1199,MN,44.73294,-94.71776,beacon_ksn,"Beacon light used to be on top of a wooden pole at the Hector Municipal Airport.  The beacon was installed in the 1950s, and taken down in 1985.  It was always powered by city utilities.","From HWY 212 to HWY 4, go South.  Hector Municipal Airport is on the  left side about 0.5 miles up the road.  Pole that beacon light used to be on is located in front of the airport manager's office.",Other Evidence,FIR,,
1732,1733,1200,MN,44.696177,-94.307373,beacon_ksn,Agricultural field with wooded area in background., ,Nothing Found,NFIR,,
1733,1734,1201,MN,44.66949,-94.009488,beacon_ksn,Bean field., ,Nothing Found,NFIR,,
1734,1735,1202,MN,44.634686,-93.746937,beacon_ksn,Field., ,Nothing Found,NFIR,,
1735,1736,1203,MN,44.601729,-93.447525,beacon_ksn,"Site was located at residence.  Field team spoke with the landowner, he didn't know of a beacon site in the area.  He suggested to look at the location of an old WWII practice field. The airstrip is now a corn field, nothing was found.", ,Nothing Found,NFIR,,
1736,1737,1204,MN,44.654148,-93.280859,beacon_ksn,Modern residence was located at the site.  Field team visited the Airlake Airport.  The airport personnel had no knowledge of the beacon site., ,Nothing Found,NFIR,,
1737,1738,1205,MN,44.571413,-93.228362,beacon_ksn,Wooded area., ,Nothing Found,NFIR,,
1738,1739,1206,MN,44.612617,-93.085005,beacon_ksn,Agricultural field.  Spoke with nearby neighbor who has lived in area for 60 years and had never heard of site., ,Nothing Found,NFIR,,
1739,1740,1207,MN,44.512209,-92.948604,beacon_ksn,Lake Byllesby Regional Park; site was located next to water., ,Nothing Found,NFIR,,
1740,1741,1208,MN,44.430211,-92.785458,beacon_ksn,Wooded area on a hill., ,Nothing Found,NFIR,,
1741,1742,1209,MN,44.324353,-92.627875,beacon_ksn,Agricultural field., ,Nothing Found,NFIR,,
1742,1743,1210,MN,44.214711,-92.425507,beacon_ksn,Richard Dorer Memorial Hardwood State Forest., ,Nothing Found,NFIR,,
1743,1744,1211,MN,44.138107,-92.211251,beacon_ksn,Agricultural field., ,Nothing Found,NFIR,,
1744,1745,1212,MN,43.78181,-91.62101,beacon_ksn,Flat open space with a hill in the background., ,Nothing Found,NFIR,,
1745,1746,1213,MN,43.926566,-91.99837,beacon_ksn,Agricultural field., ,Nothing Found,NFIR,,
1746,1747,1214,MN,43.656774,-91.528192,beacon_ksn,Corn field and telephone pole., ,Nothing Found,NFIR,,
1747,1748,1215,MN,44.761314,-93.629257,beacon_ksn,Church of St. Nicholas., ,Nothing Found,NFIR,,
1748,1749,1216,MN,44.855761,-93.813766,beacon_ksn,Newly developed neighborhood., ,Nothing Found,NFIR,,
1749,1750,1216,MN,44.889037,-93.820121,beacon_ksn,Maple Creamery that used to have a beacon light on top of chimney during WWII., ,Nothing Found,NFIR,,
1750,1751,1217,MN,44.952552,-94.030725,beacon_ksn,Agricultural field and wooded area., ,Nothing Found,NFIR,,
1751,1752,1217,MN,44.999082,-94.073083,beacon_ksn,"Agricultural field. Spoke with nearby landowner who knew where the original site was located.  He did not know how beacon light was powered.  Field team visited site, and no evidence was found.", ,Nothing Found,NFIR,,
5908,7294,1217,MN,44.997083,-94.069092,Twin Cities Sectional Aeronautical Chart,21, ,Nothing Found,NFIR,,
1752,1753,1218,MN,45.0692,-94.271197,beacon_ksn,Agricultural field., ,Nothing Found,NFIR,,
1753,1754,1219,MN,45.199131,-94.100704,beacon_ksn,Trees and cornfield., ,Nothing Found,NFIR,,
1754,1755,1219,MN,45.239898,-93.849572,beacon_ksn,Spoke with Bill Mavencamp who remembered the original location of the beacon tower at POI 2.  No evidence was found., ,Nothing Found,NFIR,,
1755,1756,1220,MN,45.134387,-94.437545,beacon_ksn,Field with trees., ,Nothing Found,NFIR,,
